User-Agent
Advanced Science (Honours),,Zoology,/programs-courses/plan.html?acad_plan=ZOOLOX2516,Bachelor Honours
Agribusiness,,Agribusiness,/programs-courses/program.html?acad_prog=2007,Bachelor
Agricultural Science,,Agronomy,/programs-courses/plan.html?acad_plan=AGRONC2448,Bachelor
Agricultural Science,,Animal Science,/programs-courses/plan.html?acad_plan=ANIMAC2448,Bachelor
Agricultural Science,,Horticulture,/programs-courses/plan.html?acad_plan=HORTIC2448,Bachelor
Agricultural Science (Honours),,Agricultural Science (Honours),/programs-courses/program.html?acad_prog=2450,Bachelor Honours
Architectural Design,,Architectural Design,/programs-courses/program.html?acad_prog=2293,Bachelor
Arts,,Aboriginal and Torres Strait Islander Studies,/programs-courses/plan.html?acad_plan=ABORIA2000,Bachelor
Arts,,Aboriginal and Torres Strait Islander Studies,/programs-courses/plan.html?acad_plan=ABORIC2000,Bachelor
Arts,,Ancient Greek,/programs-courses/plan.html?acad_plan=ANCGRA2000,Bachelor
Arts,,Ancient Greek,/programs-courses/plan.html?acad_plan=ANCGRC2000,Bachelor
Arts,,Ancient History,/programs-courses/plan.html?acad_plan=ANCIEC2000,Bachelor
Arts,,Ancient History,/programs-courses/plan.html?acad_plan=ANCIED2000,Bachelor
Arts,,Ancient History,/programs-courses/plan.html?acad_plan=ANCIEA2000,Bachelor
Arts,,Ancient History/History,/programs-courses/plan.html?acad_plan=ANCHHA2000,Bachelor
Arts,,Ancient History/History,/programs-courses/plan.html?acad_plan=ANCHHC2000,Bachelor
Arts,,Anthropology,/programs-courses/plan.html?acad_plan=ANTHRA2000,Bachelor
Arts,,Anthropology,/programs-courses/plan.html?acad_plan=ANTHRC2000,Bachelor
Arts,,Archaeology,/programs-courses/plan.html?acad_plan=ARCHAA2000,Bachelor
Arts,,Archaeology,/programs-courses/plan.html?acad_plan=ARCHAC2000,Bachelor
Arts,,Archaeology,/programs-courses/plan.html?acad_plan=ARCHAD2000,Bachelor
Arts,,Art History,/programs-courses/plan.html?acad_plan=ARTHIA2000,Bachelor
Arts,,Art History,/programs-courses/plan.html?acad_plan=ARTHIC2000,Bachelor
Arts,,Art History,/programs-courses/plan.html?acad_plan=ARTHID2000,Bachelor
Arts,,Australian Studies,/programs-courses/plan.html?acad_plan=STUACA2000,Bachelor
Arts,,Chinese,/programs-courses/plan.html?acad_plan=CHINEC2000,Bachelor
Arts,,Chinese,/programs-courses/plan.html?acad_plan=CHINEA2000,Bachelor
Arts,,Chinese Translation and Interpreting,/programs-courses/plan.html?acad_plan=CHITIA2000,Bachelor
Arts,,Chinese Translation and Interpreting,/programs-courses/plan.html?acad_plan=CHITIC2000,Bachelor
Arts,,Criminology,/programs-courses/plan.html?acad_plan=CRIMIA2000,Bachelor
Arts,,Criminology,/programs-courses/plan.html?acad_plan=CRIMIC2000,Bachelor
Arts,,Criminology,/programs-courses/plan.html?acad_plan=CRIMID2000,Bachelor
Arts,,Drama,/programs-courses/plan.html?acad_plan=DRAMAC2000,Bachelor
Arts,,Drama,/programs-courses/plan.html?acad_plan=DRAMAA2000,Bachelor
Arts,,Economics,/programs-courses/plan.html?acad_plan=ECONOA2000,Bachelor
Arts,,Economics,/programs-courses/plan.html?acad_plan=ECONOC2000,Bachelor
Arts,,English,/programs-courses/plan.html?acad_plan=ENGLIA2000,Bachelor
Arts,,English,/programs-courses/plan.html?acad_plan=ENGLIC2000,Bachelor
Arts,,English Literature,/programs-courses/plan.html?acad_plan=ENLITA2000,Bachelor
Arts,,English Literature,/programs-courses/plan.html?acad_plan=ENLITC2000,Bachelor
Arts,,English Literature,/programs-courses/plan.html?acad_plan=ENLITD2000,Bachelor
Arts,,English as an International Language,/programs-courses/plan.html?acad_plan=ENGILC2000,Bachelor
Arts,,English as an International Language,/programs-courses/plan.html?acad_plan=ENGILA2000,Bachelor
Arts,,Film and Television Studies,/programs-courses/plan.html?acad_plan=FILMTA2000,Bachelor
Arts,,Film and Television Studies,/programs-courses/plan.html?acad_plan=FILMTC2000,Bachelor
Arts,,French,/programs-courses/plan.html?acad_plan=FRENCA2000,Bachelor
Arts,,French,/programs-courses/plan.html?acad_plan=FRENCC2000,Bachelor
Arts,,French Advanced,/programs-courses/plan.html?acad_plan=FREADC2000,Bachelor
Arts,,French Advanced,/programs-courses/plan.html?acad_plan=FREADA2000,Bachelor
Arts,,Gender Studies,/programs-courses/plan.html?acad_plan=GENDRA2000,Bachelor
Arts,,Geography,/programs-courses/plan.html?acad_plan=GEOGRA2000,Bachelor
Arts,,Geography,/programs-courses/plan.html?acad_plan=GEOGRC2000,Bachelor
Arts,,German,/programs-courses/plan.html?acad_plan=GERMNC2000,Bachelor
Arts,,German,/programs-courses/plan.html?acad_plan=GERMNA2000,Bachelor
Arts,,History,/programs-courses/plan.html?acad_plan=HISTOA2000,Bachelor
Arts,,History,/programs-courses/plan.html?acad_plan=HISTOD2000,Bachelor
